Symbol,Name,Exchange,Sector,Market Cap
CNXC,Concentrix Corp,NASDAQ,Business Services,6323251000
TNDM,Tandem Diabetes Care,NASDAQ,Medical,2703773000
LADR,Ladder Capital Corp,NYSE,Finance,1404861000
SEE,Sealed Air Corp,NYSE,Industrial Products,7700146000
AKO.B,Embotell Andna Sa Cl B ADR,NYSE,Consumer Staples,1826884000
KEY,Keycorp,NYSE,Finance,17549164000
PMT,Pennymac Mortgage Investment Trust,NYSE,Finance,1357931000
ORLA,Orla Mining,NYSE Arca,Basic Materials,1118018000
MP,Mp Materials Corp,NYSE,Basic Materials,5903305000
AVPT,Avepoint Inc Cl A,NASDAQ,Business Services,862868000
SMRT,Smartrent Inc,NYSE,Business Services,481986000
SNDL,Sndl Inc,NASDAQ,Medical,449922000
GOOD,Gladstone Comml,NASDAQ,Finance,752137000
SBH,Sally Beauty Holdings,NYSE,Retail-Wholesale,1258849000
TNL,Travel + Leisure Co.,NYSE,Consumer Discretionary,3159392000
SQ,Block Inc,NYSE,Business Services,40531268000
WOOF,Petco Health and Wellness Company Cl A,NASDAQ,Retail-Wholesale,2516215000
FBHS,Fortune Brands Home & Security,NYSE,Retail-Wholesale,8379397000
MOMO,Hello Group Inc ADR,NASDAQ,Computers and Technology,906455000
GXO,Gxo Logistics Inc,NYSE,Transportation,5559423000
OTLY,Oatly Group Ab ADR,NASDAQ,Consumer Staples,964597000
IIPR,Innovative Industrial Properties,NYSE,Finance,3390606000
IVT,Inventrust Pptys Corp,NYSE,Finance,1733574000
DDOG,Datadog Inc Cl A,NASDAQ,Computers and Technology,24064696000
OSPN,Onespan Inc,NASDAQ,Computers and Technology,498551000
SWK,Stanley Black & Decker Inc,NYSE,Industrial Products,12089820000
FCX,Freeport-Mcmoran Inc,NYSE,Basic Materials,56887216000
ATUS,Altice USA Inc Cl A,NYSE,Computers and Technology,2073286000
WE,Wework Inc,NYSE,Business Services,2009264000
BTI,British American Tobacco Industries ADR,NYSE,Consumer Staples,94596040000
BALL,Ball Corporation,NYSE,Industrial Products,17604636000
FBRT,Franklin Bsp Realty Trust Inc,NYSE,Finance,1204208000
ZETA,Zeta Global Holdings Corp Cl A,NYSE,Business Services,1731492000
TFPM,Triple Flag Precious Metals Corp,NYSE,Basic Materials,1976241000
PK,Park Hotels & Resorts Inc,NYSE,Finance,2884736000
ALK,Alaska Air Group,NYSE,Transportation,6017194000
RIO,Rio Tinto Plc ADR,NYSE,Basic Materials,85758880000
ATO,Atmos Energy Corp,NYSE,Utilities,16936300000
RLJ,Rlj Lodging Trust,NYSE,Finance,1964095000
SNCY,Sun Country Airlines Holdings Inc,NASDAQ,Transportation,1174973000
LBC,Luther Burbank Corp,NASDAQ,Finance,605750000
SCCO,Southern Copper Corp,NYSE,Basic Materials,47174500000
EGLE,Eagle Bulk Ship,NASDAQ,Transportation,703887000
FUN,Cedar Fair LP,NYSE,Consumer Discretionary,2265596000
ZT,Zimmer Energy Transition Acquisition Corp Cl A,NASDAQ,Oils-Energy,427800000
HLT,Hilton Inc,NYSE,Consumer Discretionary,38572432000
MMAT,Meta Materials Inc,NASDAQ,Computers and Technology,686894000
NI,NiSource Inc,NYSE,Utilities,11347384000
DRQ,Dril-Quip,NYSE,Oils-Energy,798477000
GRC,Gorman-Rupp Company,NYSE,Industrial Products,722309000
ACI,Albertsons Companies Inc Cl A,NYSE,Consumer Staples,11209632000
GEL,Genesis Energy LP,NYSE,Oils-Energy,1295660000
OGS,One Gas Inc,NYSE,Utilities,4707559000
LILM,Lilium N.V.,NASDAQ,Computers and Technology,406724000
PCH,Potlatch Cp,NASDAQ,Construction,3860333000
LLAP,Terran Orbital Corp,NYSE,Computers and Technology,336019000
GRFX,Graphex Group Ltd,NYSE Arca,Industrial Products,800477000
PRIM,Primoris Services Cp,NASDAQ,Construction,1133920000
NSTG,Nanostring Tech,NASDAQ,Medical,326062000
SPH,Suburban Propane Partners LP,NYSE,Oils-Energy,1044980000
BIOX,Bioceres Crop Solutions Corp,NASDAQ,Consumer Staples,567646000
HHC,Howard Hughes Corp,NYSE,Finance,3719621000
EHC,Encompass Health Corp,NYSE,Medical,5835603000
SMPL,The Simply Good Foods Company,NASDAQ,Consumer Staples,3949861000
MGA,Magna International,NYSE,Auto-Tires-Trucks,17603592000
GDRX,Goodrx Holdings Inc Cl A,NASDAQ,Medical,1727389000
WOW,Wideopenwest Inc,NYSE,Consumer Discretionary,909911000
CEVA,Ceva Inc,NASDAQ,Computers and Technology,630018000
IE,Ivanhoe Electric Inc,NYSE Arca,Business Services,978111000
SXT,Sensient Technologies Corp,NYSE,Basic Materials,3140658000
OPRA,Opera Ltd ADR,NASDAQ,Computers and Technology,597791000
DOOO,Brp Inc,NASDAQ,Auto-Tires-Trucks,5891366000
GFI,Gold Fields Ltd ADR,NYSE,Basic Materials,9938876000
TBLA,Taboola.com Ltd,NASDAQ,Computers and Technology,704257000
COF,Capital One Financial Corp,NYSE,Finance,39406604000
ARNC,Arconic Corp,NYSE,Basic Materials,2418388000
GSBD,Goldman Sachs Bdc Inc,NYSE,Finance,1592031000
AUR,Aurora Innovation Inc,NASDAQ,Business Services,1466960000
NEWT,Newtek Bus Svcs,NASDAQ,Finance,461144000
SKLZ,Skillz Inc,NYSE,Consumer Discretionary,411435000
FSM,Fortuna Silver Mines,NYSE,Basic Materials,1082379000
CE,Celanese Corp,NYSE,Basic Materials,11634325000
HPQ,Hp Inc,NYSE,Computers and Technology,30218410000
EEFT,Euronet Worldwide,NASDAQ,Finance,4609762000
COUR,Coursera Inc,NYSE,Business Services,2043325000
SAFE,Safehold Inc,NYSE,Finance,1835760000
BBW,Build-A-Bear Workshop,NYSE,Retail-Wholesale,355110000
CS,Credit Suisse Group ADR,NYSE,Finance,8694454000
DCT,Duck Creek Technologies Inc,NASDAQ,Computers and Technology,1485361000
LFG,Archaea Energy Inc,NYSE,Oils-Energy,3129531000
ZBRA,Zebra Technologies,NASDAQ,Industrial Products,13954556000
ERO,Ero Copper Corp,NYSE,Basic Materials,1151668000
NOW,Servicenow Inc,NYSE,Computers and Technology,84092600000
ALGT,Allegiant Travel Com,NASDAQ,Transportation,1519941000
GDOT,Green Dot Corp,NYSE,Business Services,1071356000
NUS,Nu Skin Enterprises,NYSE,Consumer Staples,2061308000
SKYW,Skywest Inc,NASDAQ,Transportation,933533000
FRG,Franchise Group Inc,NASDAQ,Consumer Staples,995266000
VLRS,Controladora Vuela Compaia DE ADR,NYSE,Transportation,1106243000
ACIW,Aci Worldwide Inc,NASDAQ,Computers and Technology,2348617000
QSI,Quantum-Si Inc,NASDAQ,Computers and Technology,332769000
TRP,Tc Energy Corp,NYSE,Oils-Energy,45011888000
MYPS,Playstudios Inc,NASDAQ,Consumer Discretionary,542919000
MYE,Myers Industries,NYSE,Industrial Products,851840000
HNI,Hon Industries Inc,NYSE,Business Services,1199556000
BVH,Bluegreen Vacations Hldg Corp,NYSE,Consumer Discretionary,426130000
SFL,Ship Finance International,NYSE,Transportation,1356414000
DSKE,Daseke Inc,NASDAQ,Transportation,366171000
KEP,Korea Electric Power Corp ADR,NYSE,Utilities,10374138000
BAK,Braskem S.A. ADR,NYSE,Oils-Energy,4954809000
SCS,Steelcase Inc,NYSE,Business Services,894377000
EXAI,Exscientia Ltd ADR,NASDAQ,Medical,698028000
RXO,Rxo Inc,NYSE,Transportation,2187090000
CVEO,Civeo Corp,NYSE,Consumer Discretionary,401654000
MAR,Marriot Int Cl A,NASDAQ,Consumer Discretionary,52339888000
LAUR,Laureate Education Inc,NASDAQ,Consumer Discretionary,1725521000
HLMN,Hillman Solutions Corp,NASDAQ,Construction,1548029000
COOK,Traeger Inc,NYSE,Consumer Discretionary,378358000
MAS,Masco Corp,NYSE,Construction,11452362000
RUSHA,Rush Entpr Cl A,NASDAQ,Retail-Wholesale,2805139000
PJT,Pjt Partners Inc Cl A,NYSE,Finance,1880121000
GFL,Gfl Environmental Inc,NYSE,Business Services,9800551000
LPX,Louisiana-Pacific Corp,NYSE,Construction,4574141000
SATX,Satixfy Communications Ltd Ordinary Share,NYSE Arca,Computers and Technology,588903000
BCE,BCE Inc,NYSE,Utilities,43444964000
RITM,Rithm Capital Corp,NYSE,Finance,4287121000
DTC,Solo Brands Inc Cl A,NYSE,Retail-Wholesale,416308000
GOEV,Canoo Inc,NASDAQ,Auto-Tires-Trucks,434831000
GOGO,Gogo Inc,NASDAQ,Utilities,1996866000
RPD,Rapid7 Inc,NASDAQ,Computers and Technology,1741539000
SLRC,Slr Investment Corp,NASDAQ,Finance,809545000
WPP,Wpp Plc ADR,NYSE,Business Services,11451144000
AEG,Aegon N.V. ADR,NYSE,Finance,13027995000
DMLP,Dorchester Minerals,NASDAQ,Oils-Energy,1160723000
MOS,Mosaic Company,NYSE,Basic Materials,17466676000
WES,Western Midstream Partners LP,NYSE,Oils-Energy,10774259000
MBLY,Mobileye Global Inc Cl A,NASDAQ,Auto-Tires-Trucks,22687176000
BXC,Bluelinx Holdings Inc,NYSE,Construction,627063000
BLBD,Blue Bird Corp,NASDAQ,Auto-Tires-Trucks,378215000
TIGO,Millicom International Cellular S.A.,NASDAQ,Computers and Technology,1381629000
OSK,Oshkosh Truck Corp,NYSE,Auto-Tires-Trucks,6020825000
OEC,Orion Engineered Carbons S.A R,NYSE,Basic Materials,1142125000
CNA,Cna Financial Corp,NYSE,Finance,11534625000
REZI,Resideo Technologies Inc,NYSE,Industrial Products,2362673000
ABM,ABM Industries Inc,NYSE,Construction,3121051000
HSC,Harsco Corp,NYSE,Business Services,594473000
EC,Ecopetrol S.A. ADR,NYSE,Oils-Energy,20291092000
EGRX,Eagle Pharmaceuticals,NASDAQ,Medical,472741000
IFS,Intercorp Financial Services Inc,NYSE,Finance,2839332000
SFIX,Stitch Fix Inc,NASDAQ,Retail-Wholesale,447660000
FNV,Franco Nev Corp,NYSE,Basic Materials,28006088000
EB,Eventbrite Inc,NYSE,Computers and Technology,719450000
LYFT,Lyft Inc Cl A,NASDAQ,Computers and Technology,4049691000
SSYS,Stratasys Ltd,NASDAQ,Computers and Technology,794337000
UAA,Under Armour,NYSE,Consumer Staples,4522370000
CACC,Credit Acceptance,NASDAQ,Finance,6125933000
AA,Alcoa Corp,NYSE,Basic Materials,8869852000
FL,Footlocker Inc,NYSE,Retail-Wholesale,3713420000
ORCC,Owl Rock Capital Corp,NYSE,Finance,5084255000
WBA,Walgreens Boots Alliance,NASDAQ,Retail-Wholesale,35889740000
HCP,Hashicorp Inc Cl A,NASDAQ,Computers and Technology,5088256000
KC,Kingsoft Cloud Holdings Ltd ADR,NASDAQ,Computers and Technology,735506000
GMRE,Global Medical REIT Inc,NYSE,Finance,661732000
PLYA,Playa Hotels & Resorts N.V.,NASDAQ,Consumer Discretionary,998680000
PNC,PNC Bank,NYSE,Finance,67862456000
MNDY,Monday.com Ltd,NASDAQ,Computers and Technology,4746233000
HST,Host Marriott Financial Trust,NASDAQ,Finance,13542631000
DSEY,Diversey Holdings Ltd,NASDAQ,Basic Materials,1666984000
TCVA,Tcv Acquisition Corp Cl A,NASDAQ,Business Services,509978000
CM,Canadian Imperial Bank of Commerce,NYSE,Finance,43642208000
HIFS,Hingham Inst For Svg,NASDAQ,Finance,629632000
CYXT,Cyxtera Technologies Inc,NASDAQ,Business Services,352051000
DOMO,Domo Inc Cl B,NASDAQ,Computers and Technology,490004000
KPTI,Karyopharm Therapeut,NASDAQ,Medical,429310000
GRIN,Grindrod Shipping Holdings Ltd,NASDAQ,Transportation,405020000
BRFS,Brf-Brasil Foods S.A. ADR,NYSE,Consumer Staples,1471310000
GB,Global Blue Group Holding Ag,NYSE,Business Services,756823000
TTWO,Take-Two Interactive,NASDAQ,Consumer Discretionary,17736790000
RHP,Ryman Hospitality Properties REIT,NYSE,Finance,5049069000
UEC,Uranium Energy,NYSE Arca,Basic Materials,1424236000
HEP,Holly Energy Partners LP,NYSE,Oils-Energy,2366957000
PBA,Pembina Pipeline Cor,NYSE,Oils-Energy,20121056000
SBLK,Star Bulk Carriers,NASDAQ,Transportation,1969179000
SDRL,Seadrill 2021 Ltd,NYSE,Oils-Energy,1600000000
BPOP,Popular Inc,NASDAQ,Finance,5308116000
GAMB,Gambling.com Group Ltd,NASDAQ,Business Services,346511000
CHH,Choice Hotels International,NYSE,Consumer Discretionary,6567501000
IHG,Intercontinental Hotels Group ADR,NYSE,Consumer Discretionary,10317439000
DLR,Digital Realty Trust,NYSE,Finance,32334724000
NWE,Northwestern Corp,NASDAQ,Utilities,3374871000
NTES,Netease Inc ADR,NASDAQ,Computers and Technology,46567036000
KRP,Kimbell Royalty Partners,NYSE,Oils-Energy,1118630000
SATS,Echostar Corp,NASDAQ,Computers and Technology,1446479000
KMT,Kennametal Inc,NYSE,Industrial Products,2128818000
RSVR,Reservoir Media Inc,NASDAQ,Consumer Discretionary,406844000
SWX,Southwest Gas Corp,NYSE,Utilities,4591476000
EGY,Vaalco Energy Inc,NYSE,Oils-Energy,561383000
SWN,Southwestern Energy Company,NYSE,Oils-Energy,7711005000
CNDT,Conduent Inc,NASDAQ,Business Services,872317000
LBTYA,Liberty Global Ord A,NASDAQ,Consumer Discretionary,9231840000
SONO,Sonos Inc,NASDAQ,Consumer Discretionary,2220806000
MKL,Markel Corp,NYSE,Finance,17819084000
LTH,Life Time Group Holdings Inc,NYSE,Medical,2491445000
TMST,Timken Steel Corp,NYSE,Basic Materials,831570000
BIRD,Allbirds Inc Cl A,NASDAQ,Retail-Wholesale,430137000
ROP,Roper Industries,NYSE,Computers and Technology,46545164000
THRM,Gentherm Inc,NASDAQ,Auto-Tires-Trucks,2376645000
UA,Under Armour Inc Cl C,NYSE,Consumer Staples,3943507000
METC,Ramaco Resources Inc,NASDAQ,Oils-Energy,505197000
TXG,10X Genomics Inc,NASDAQ,Medical,4425178000
AVDX,Avidxchange Holdings Inc,NASDAQ,Computers and Technology,1712837000
PHG,Koninklijke Philips Electronics ADR,NYSE,Medical,13375298000
PAY,Paymentus Holdings Inc Cl A,NYSE,Business Services,1247119000
NXE,Nexgen Energy Ltd,NYSE,Basic Materials,2273892000
SOFI,Sofi Technologies Inc,NASDAQ,Business Services,4481941000
KRNY,Kearny Financial,NASDAQ,Finance,653383000
USB,U.S. Bancorp,NYSE,Finance,67441504000
RLX,Rlx Technology Inc ADR,NYSE,Consumer Discretionary,3572627000
FRPT,Freshpet Inc CS,NASDAQ,Consumer Staples,3218300000
LUV,Southwest Airlines Company,NYSE,Transportation,23696642000
MRCY,Mercury Sys Inc,NASDAQ,Computers and Technology,2946645000
SBT,Sterling Bancorp Inc [Southfield Mi],NASDAQ,Finance,327255000
PZZA,Papa John's Intl,NASDAQ,Retail-Wholesale,2941409000
CMTG,Claros Mortgage Trust Inc,NYSE,Finance,2391138000
WWD,Woodward Inc,NASDAQ,Computers and Technology,5725390000
CCK,Crown Cork & Seal Company,NYSE,Industrial Products,9860760000
OTEX,Open Text Cp,NASDAQ,Computers and Technology,7939504000
PM,Philip Morris International Inc,NYSE,Consumer Staples,1.54509E+11
UHALB,Amerco Series N Non-Voting,NASDAQ,Industrial Products,12386248000
AMCR,Amcor Plc,NYSE,Industrial Products,18389398000
NVEI,Nuvei Corp,NASDAQ,Business Services,4353731000
UAL,United Airlines Holdings Inc,NASDAQ,Transportation,14432326000
GBTG,Global Business Travel Group Inc,NYSE,Transportation,2297144000
VBTX,Veritex Holdings,NASDAQ,Finance,1763803000
CNQ,Canadian Natural Resources,NYSE,Oils-Energy,66128260000
STC,Stewart Information Services Corp,NYSE,Finance,1200641000
LIVN,Livanova Plc OR Sh,NASDAQ,Medical,2963568000
BALY,Bally's Corp,NYSE,Consumer Discretionary,1359075000
VRE,Veris Residential Inc,NYSE,Finance,1462809000
JBI,Janus International Group Inc,NYSE,Construction,1605785000
HLTH,Cue Health Inc,NASDAQ,Medical,478182000
OC,Owens Corning Inc,NYSE,Construction,8302631000
OM,Outset Medical Inc,NASDAQ,Medical,1018332000
BV,Brightview Holdings Inc,NYSE,Consumer Discretionary,640770000
JBT,John Bean Technologies Corp,NYSE,Industrial Products,2926475000
IIIN,Insteel Industries,NYSE,Industrial Products,574406000
NKE,Nike Inc,NYSE,Consumer Staples,1.72055E+11
SMTC,Semtech Corp,NASDAQ,Computers and Technology,1952482000
FSR,Fisker Inc,NYSE,Auto-Tires-Trucks,2414183000
EXPE,Expedia Group Inc,NASDAQ,Retail-Wholesale,16676762000
PROC,Procaps Group S.A.,NASDAQ,Medical,729945000
KFRC,Kforce Inc,NASDAQ,Business Services,1225938000
AZTA,Azenta Inc,NASDAQ,Medical,4516954000
RWAY,Runway Growth Finance Corp,NASDAQ,Finance,487098000
STGW,Stagwell Inc,NASDAQ,Business Services,2201931000
GGB,Gerdau S.A. ADR,NYSE,Basic Materials,10489920000
SMAR,Smartsheet Inc Cl A,NYSE,Computers and Technology,3979293000
TPVG,Triplepoint Venture Growth Bdc,NYSE,Finance,456549000
TENB,Tenable Holdings Inc,NASDAQ,Computers and Technology,4295785000
LBRDK,Liberty Broadbd C,NASDAQ,Consumer Discretionary,13472448000
CRESY,Cresud Sacif ADR,NASDAQ,Consumer Staples,354392000
OMF,Onemain Holdings Inc,NYSE,Finance,4810264000
JOE,St. Joe Company,NYSE,Finance,2241852000
VRTV,Veritiv Corp,NYSE,Basic Materials,1814001000
AOSL,Alpha and Omega Semi,NASDAQ,Computers and Technology,961473000
KW,Kennedy-Wilson Holdings Inc,NYSE,Finance,2345203000
VTEX,Vtex Cl A,NYSE,Computers and Technology,752654000
BZH,Beazer Homes USA,NYSE,Construction,421512000
XM,Qualtrics International Inc Cl A,NASDAQ,Computers and Technology,6060901000
ZUO,Zuora Inc,NYSE,Computers and Technology,1012992000
MATV,Mativ Holdings Inc,NYSE,Basic Materials,1141166000
HSBC,HSBC Holdings Plc ADR,NYSE,Finance,1.25367E+11
LSPD,Lightspeed Commerce Inc,NYSE,Business Services,2454037000
SCWX,Secureworks Corp CS,NASDAQ,Computers and Technology,610085000
GOLD,Barrick Gold Corp,NYSE,Basic Materials,28748268000
ALLY,Ally Financial,NYSE,Finance,8066456000
POOL,Pool Corp,NASDAQ,Consumer Discretionary,12863788000
SWBI,Smith & Wesson Brands Inc,NASDAQ,Consumer Discretionary,538772000
BIO.B,Bio Rad Labs Cl B,NYSE,Medical,12068576000
KR,Kroger Company,NYSE,Retail-Wholesale,35210496000
SAN,Banco Santander ADR,NYSE,Finance,49711432000
CC,Chemours Company,NYSE,Basic Materials,4686004000
IAC,Iac Inc,NASDAQ,Conglomerates,4310347000
UBS,UBS Group Ag ADR,NYSE,Finance,64171200000
Z,Zillow Group Cl C,NASDAQ,Finance,9028871000
EMN,Eastman Chemical Company,NYSE,Basic Materials,10393533000
VMW,Vmware Inc,NYSE,Computers and Technology,51393304000
AXP,American Express Company,NYSE,Finance,1.17756E+11
BCH,Banco DE Chile ADR,NYSE,Finance,9520852000
HMST,Homestreet Inc,NASDAQ,Finance,511138000
WH,Wyndham Hotels & Resorts Inc,NYSE,Consumer Discretionary,6475915000
AVD,American Vanguard Corp,NYSE,Basic Materials,680386000
BMO,Bank of Montreal,NYSE,Finance,66258500000
HPP,Hudson Pacific Properties,NYSE,Finance,1629070000
FMAO,Farmers & Merch Banc,NASDAQ,Finance,390249000
STAR,Istar Financial Inc,NYSE,Finance,696177000
NWSA,News Cp Cl A,NASDAQ,Consumer Discretionary,11023276000
DB,Deutsche Bank Ag,NYSE,Finance,21969798000
SBNY,Signature Bank,NASDAQ,Finance,8778596000
LGO,Largo Inc,NASDAQ,Oils-Energy,357148000
DAO,Youdao Inc ADR,NYSE,Business Services,602132000
LAND,Gladstone Land Corp,NASDAQ,Finance,712820000
PARA,Paramount Global Cl B,NASDAQ,Consumer Discretionary,13035414000
SHC,Sotera Health Company,NASDAQ,Medical,2352823000
ETWO,E2Open Parent Hldg,NYSE,Computers and Technology,1780282000
NS,Nustar Energy LP,NYSE,Oils-Energy,1801428000
NOMD,Nomad Foods Ltd,NYSE,Consumer Staples,3017655000
VLGEA,Village Super Mkt,NASDAQ,Retail-Wholesale,327101000
GNK,Genco Shipping & Trading Ltd,NYSE,Transportation,627709000
PDM,Piedmont Office Realty Trust,NYSE,Finance,1284542000
CRGY,Crescent Energy Company Cl A,NYSE,Oils-Energy,2381419000
IRT,Independence Realty Trust Inc,NYSE,Finance,4060221000
SES,Ses Ai Corp,NYSE,Computers and Technology,1770115000
NVGS,Navigator Holdings,NYSE,Transportation,936965000
CMPO,Composecure Inc,NASDAQ,Business Services,382493000
GDEN,Golden Entmt,NASDAQ,Consumer Discretionary,1263056000
PECO,Phillips Edison & Company Inc,NASDAQ,Finance,3774133000
FIS,Fidelity National Information Services,NYSE,Business Services,43067448000
AVID,Avid Tech Inc,NASDAQ,Computers and Technology,1226843000
SIVB,Svb Financial Group,NASDAQ,Finance,13699125000
DDI,Doubledown Interactive Co. ADR,NASDAQ,Consumer Discretionary,441517000
ROKU,Roku Inc,NASDAQ,Consumer Discretionary,8268460000
PRG,Prog Hldgs Inc,NYSE,Finance,985150000
CUBI,Customers Bancorp,NYSE,Finance,1049259000
NXPI,Nxp Semiconductors,NASDAQ,Computers and Technology,45566300000
ZTO,Zto Express Cayman Inc ADR,NYSE,Transportation,15133079000
SSL,Sasol Ltd ADR,NYSE,Oils-Energy,11130705000
COO,Cooper Companies,NYSE,Medical,15610608000
WMB,Williams Companies,NYSE,Oils-Energy,42276400000
IP,International Paper Company,NYSE,Basic Materials,13202470000
MOG.B,Moog Inc Cl B,NYSE,Aerospace,2748452000
LRCX,Lam Research Corp,NASDAQ,Computers and Technology,64422704000
CHT,Chunghwa Telecom Co. Ltd ADR,NYSE,Utilities,28330208000
HIMX,Himax Technologies ADR,NASDAQ,Computers and Technology,1284584000
WY,Weyerhaeuser Company,NYSE,Construction,24071844000
RDWR,Radware Ltd,NASDAQ,Computers and Technology,933549000
LNC,Lincoln National Corp,NYSE,Finance,6589232000
AADI,Aadi Biosciences Inc,NASDAQ,Medical,326405000
CAPL,Crossamerica Partners LP,NYSE,Oils-Energy,758959000
TOL,Toll Brothers Inc,NYSE,Construction,5429641000
HUMA,Humacyte Inc,NASDAQ,Medical,321728000
VORB,Virgin Orbit Hldgs Inc,NASDAQ,Aerospace,926789000
GES,Guess Inc,NYSE,Consumer Staples,1130133000
HUN,Huntsman Corp,NYSE,Basic Materials,5336510000
PHI,Philippine Long Distance Telephone ADR,NYSE,Computers and Technology,6447111000
ARGO,Argo Group Intl Hlds,NYSE,Finance,952822000
ALLE,Allegion Plc,NYSE,Industrial Products,9983584000
NUTX,Nutex Health Inc,NASDAQ,Medical,1007144000
EOLS,Evolus Inc,NASDAQ,Medical,407228000
PVH,Phillips-Van Heusen Corp,NYSE,Consumer Staples,4381547000
ITCB,Itau Corpbanca ADR,NYSE,Finance,1072640000
MVBF,Mvb Financial Corp,NASDAQ,Finance,301127000
SNY,Sanofi-Aventis S.A. ADR,NASDAQ,Medical,1.1496E+11
ARLO,Arlo Technologies Inc,NYSE,Computers and Technology,337963000
TCI,Transcontinental Realty Investors,NYSE,Finance,365874000
MVST,Microvast Hldgs Inc,NASDAQ,Business Services,677349000
FMNB,Farmers Natl Banc Cp,NASDAQ,Finance,518053000
RY,Royal Bank of Canada,NYSE,Finance,1.38313E+11
CBT,Cabot Corp,NYSE,Basic Materials,4146940000
CDNA,Caredx Inc,NASDAQ,Medical,693304000
META,Meta Platforms Inc,NASDAQ,Computers and Technology,3.13148E+11
BX,Blackstone Inc,NYSE,Finance,64234016000
SYK,Stryker Corp,NYSE,Medical,88510992000
HIW,Highwoods Properties,NYSE,Finance,3134900000
MAT,Mattel Inc,NASDAQ,Consumer Discretionary,6460749000
JBLU,Jetblue Airways Cp,NASDAQ,Transportation,2578069000
LOGI,Logitech Int S.A.,NASDAQ,Computers and Technology,9906221000
NWS,News Cp Cl B,NASDAQ,Consumer Discretionary,11195965000
ZBH,Zimmer Biomet Holdings,NYSE,Medical,25203224000
SASR,Sandy Spring Bancorp,NASDAQ,Finance,1554504000
BAND,Bandwidth Inc,NASDAQ,Computers and Technology,578906000
ABR,Arbor Realty Trust,NYSE,Finance,2552277000
ONTF,On24 Inc,NYSE,Computers and Technology,363253000
ARCH,Arch Resources Inc,NYSE,Oils-Energy,2798345000
TU,Telus Corp,NYSE,Utilities,29556970000
SGRY,Surgery Partners CS,NASDAQ,Medical,2546513000
BXMT,Blackstone Mortgage Trust Inc Cl A,NYSE,Finance,4318618000
CFFN,Capitol Fed Finl Inc,NASDAQ,Finance,1150833000
EXK,Endeavour Silver Corp,NYSE,Basic Materials,639083000
SAND,Sandstorm Gold Ltd,NYSE,Basic Materials,1550536000
FLT,Fleetcor Technologies,NYSE,Business Services,14470140000
SFNC,Simmons First Natl,NASDAQ,Finance,2946974000
HELE,Helen of Troy Ltd,NASDAQ,Consumer Staples,2363974000
SLCA,U.S. Silica Holdings Inc,NYSE,Basic Materials,991031000
MQ,Marqeta Inc Cl A,NASDAQ,Business Services,3646740000
BFH,Bread Financial Hldgs Inc,NYSE,Business Services,2045469000
TECK,Teck Resources Ltd,NYSE,Basic Materials,18711276000
PDCO,Patterson Companies,NASDAQ,Medical,2755808000
SITM,Sitime Corp,NASDAQ,Computers and Technology,2260956000
UNIT,Uniti Group Inc,NASDAQ,Finance,1807464000
BDN,Brandywine Realty Trust,NYSE,Finance,1185549000
MCW,Mister Car Wash Inc,NYSE,Consumer Discretionary,3115960000
WELL,Welltower Inc,NYSE,Finance,33563164000
CMTL,Comtech Telecom Company,NASDAQ,Computers and Technology,324134000
FTS,Fortis Inc,NYSE,Utilities,19351610000
EBIX,Ebix Inc,NASDAQ,Computers and Technology,586867000
MTW,Manitowoc Company,NYSE,Industrial Products,345517000
OFIX,Orthofix Intl NV,NASDAQ,Medical,359944000
EWCZ,European Wax Center Cl A,NASDAQ,Consumer Staples,921504000
DOC,Physicians Realty Trust,NYSE,Finance,3407937000
OKTA,Okta Inc Cl A,NASDAQ,Computers and Technology,8471108000
FVRR,Fiverr International Ltd,NYSE,Retail-Wholesale,1292884000
HAYW,Hayward Holdings Inc,NYSE,Computers and Technology,2017695000
NWN,Northwest Natural Gas Company,NYSE,Utilities,1758811000
LICY,Li-Cycle Holdings Corp,NYSE,Computers and Technology,1117489000
IMOS,Chipmos Tech ADR,NASDAQ,Computers and Technology,810872000
ZG,Zillow Grp Inc Cl A,NASDAQ,Computers and Technology,8890991000
UGI,Ugi Corp,NYSE,Utilities,8104519000
HOV,Hovnanian Enterprises Inc,NYSE,Construction,307014000
EA,Electronic Arts Inc,NASDAQ,Consumer Discretionary,36105740000
TECK,Teck Resources Ltd,NYSE,Basic Materials,18711276000
MCW,Mister Car Wash Inc,NYSE,Consumer Discretionary,3115960000
MMI,Marcus & Millichap,NYSE,Finance,1465990000
DELL,Dell Technologies Inc,NYSE,Computers and Technology,32829280000
CMTL,Comtech Telecom Company,NASDAQ,Computers and Technology,324134000
BFH,Bread Financial Hldgs Inc,NYSE,Business Services,2045469000
UNIT,Uniti Group Inc,NASDAQ,Finance,1807464000
WELL,Welltower Inc,NYSE,Finance,33563164000
BDN,Brandywine Realty Trust,NYSE,Finance,1185549000
OKTA,Okta Inc Cl A,NASDAQ,Computers and Technology,8471108000
VGR,Vector Group Ltd,NYSE,Conglomerates,1718236000
FVRR,Fiverr International Ltd,NYSE,Retail-Wholesale,1292884000
HMY,Harmony Gold Mining ADR,NYSE,Basic Materials,2169433000
HAYW,Hayward Holdings Inc,NYSE,Computers and Technology,2017695000
MMX,Maverix Metals Inc,NYSE Arca,Basic Materials,638017000
LICY,Li-Cycle Holdings Corp,NYSE,Computers and Technology,1117489000
